idacr	leader	plad_id	archigos_id	startdate	enddate	startyear	endyear	adm0	adm1	adm2	country	continent	latitude	longitude	geoname	geo_precision	foreign_leader	ethnicity1	ethnicity2	ethnicity_geoepr1	ethnicity_geoepr2	ethnicitysource1	ethnicitysource2	ethnicity_precision	entry	exit	gender	yrborn	birthdate	uid	id_0	id_1	id_2	gid_0	gid_1	gid_2	edu_name	edu_r	birthplace_comment_external	ethnicity_comment_external
"AUL"	"Rudd"	"AUL_2007_1"	"8255e1cb-1e42-11e4-b4cd-db5882bf8def"	2007-12-03	2010-06-24	2007.0	2010.0	"Australia"	"Queensland"	"Sunshine Coast"	"Australia"	"Oceania"	-26.62613	152.95941	"Nambour"	1	"0"	"English-Irish"	"."	"Whites"	"."	"https://www.news.com.au/news/convict-roots-of-rudds-family-tree/news-story/79309063e559db4b42509955f695b0b7"	"."	2	"Regular"	"Regular"	"M"	1957	1957-09-21	"338584"	"15"	"7"	"236"	"AUS"	"AUS.7_1"	"AUS.7.62_1"	"Bachelor��s degree in sinology"	6	"."	"."
"AUL"	"Gillard"	"AUL_2010_1"	"8255e1cc-1e42-11e4-b4cd-db5882bf8def"	2010-06-24	2013-06-27	2010.0	2013.0	"United Kingdom"	"Wales"	"Vale of Glamorgan"	"Australia"	"Oceania"	51.39979	-3.2838	"Barry"	1	"1"	"Welsh"	"."	"Whites"	"."	"https://www.theguardian.com/world/2013/jun/26/julia-gillard-biography-politics"	"."	2	"Regular"	"Regular"	"F"	1961	1961-09-29	"43598"	"242"	"4"	"182"	"GBR"	"GBR.4_1"	"GBR.4.21_1"	"."	7	"."	"."
"AUL"	"Rudd"	"AUL_2013_1"	"8255e1cb-1e42-11e4-b4cd-db5882bf8def"	2013-06-27	2013-09-18	2013.0	2013.0	"Australia"	"Queensland"	"Sunshine Coast"	"Australia"	"Oceania"	-26.62613	152.95941	"Nambour"	1	"0"	"English-Irish"	"."	"Whites"	"."	"https://www.news.com.au/news/convict-roots-of-rudds-family-tree/news-story/79309063e559db4b42509955f695b0b7"	"."	2	"Regular"	"Regular"	"M"	1957	1957-09-21	"338584"	"15"	"7"	"236"	"AUS"	"AUS.7_1"	"AUS.7.62_1"	"Bachelor��s degree in sinology"	6	"."	"."
"AUL"	"Abbott"	"AUL_2013_2"	"2b3ec881-3481-11e4-8dba-bbcd9ed46413"	2013-09-18	2015-09-15	2013.0	2015.0	"United Kingdom"	"England"	"Greater London"	"Australia"	"Oceania"	51.50853	-0.12574	"London"	1	"1"	"English"	"."	"Whites"	"."	"https://ethnicelebs.com/tony-abbott"	"https://www.thefamouspeople.com/profiles/tony-abbott-10794.php"	1	"Regular"	"Regular"	"M"	1957	1957-11-04	"43572"	"242"	"1"	"36"	"GBR"	"GBR.1_1"	"GBR.1.36_1"	"Master��s degree in politics and philosophy"	7	"."	"."
"AUL"	"Malcolm Turnbull"	"AUL_2015_1"	"43fcd2be-de6a-11e5-ba44-bb6d7c1a9a58"	2015-09-15	2018-08-24	2015.0	2018.0	"Australia"	"New South Wales"	"Sydney"	"Australia"	"Oceania"	-33.86785	151.20732	"Sydney"	1	"0"	"English, Scottish, Irish"	"."	"Whites"	"."	"https://ethnicelebs.com/malcolm-turnbull"	"https://en.wikipedia.org/wiki/Malcolm_Turnbull"	2	"Regular"	"Regular"	"M"	1954	1954-10-24	"338829"	"15"	"5"	"126"	"AUS"	"AUS.5_1"	"AUS.5.122_1"	"Bachelor��s degree in law"	6	"."	"."
"AUL"	"Scott Morrison"	"AUL_2018_1"	"."	2018-08-24	2022-05-22	2018.0	2022.0	"Australia"	"New South Wales"	"Sydney"	"Australia"	"Oceania"	-33.86785	151.20732	"Sydney"	1	"0"	"English, smaller amounts of Scottish, Cornish, Irish, and Scots-Irish/Northern Irish"	"."	"Whites"	"."	"https://ethnicelebs.com/scott-morrison"	"."	2	"Regular"	"Regular"	"M"	1968	1968-05-13	"338829"	"15"	"5"	"126"	"AUS"	"AUS.5_1"	"AUS.5.122_1"	"Bachelor��s degree in economic geography"	6	"."	"."
"AUL"	"Anthony Norman Albanese"	"AUL_2022_1"	"."	2022-05-22	2023-12-31	2022.0	2023.0	"Australia"	"New South Wales"	"Sydney"	"Australia"	"Oceania"	-33.88	151.22	"Darlinghurst"	1	"0"	"Irish"	"Italian"	"Whites"	"Whites"	"https://www.britannica.com/biography/Anthony-Albanese"	"https://www.france24.com/en/asia-pacific/20220522-from-humble-origins-to-the-pm-s-office-anthony-albanese-is-a-symbol-of-multicultural-australia"	1	"Regular"	"Still in Office"	"M"	1963	1963-03-02	"."	"."	"."	"."	"AUS"	"AUS.5_1"	"AUS.5.122_1"	"Bachelor��s degree in economics"	6	"."	"."
"AUS"	"Vranitzky"	"AUS_1986_1"	"8216ef36-1e42-11e4-b4cd-db5882bf8def"	1986-06-16	1997-01-28	1986.0	1997.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.20849	16.37208	"Vienna"	1	"0"	"Austrian"	"."	"Austrians"	"."	"https://www.munzinger.de/search/portrait/Franz+Vranitzky/0/17417.html"	"http://www.wina-magazin.at/man-muss-leben-so-nehmen-wie-es-kommt/"	3	"Regular"	"Regular"	"M"	1937	1937-10-04	"67652"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"."	6	"."	"."
"AUS"	"Klima"	"AUS_1997_1"	"8216ef37-1e42-11e4-b4cd-db5882bf8def"	1997-01-28	2000-02-04	1997.0	2000.0	"Austria"	"Nieder��sterreich"	"M��dling"	"Austria"	"Europe"	48.08	16.28	"Schwechat"	1	"0"	"Hungarian"	"Czech"	"Hungarians"	"Czechs"	"https://www.spiegel.de/spiegel/print/d-8651720.html"	"https://www.munzinger.de/search/portrait/Viktor+Klima/0/21030.html"	1	"Regular"	"Regular"	"M"	1947	1947-06-04	"68865"	"16"	"3"	"33"	"AUT"	"AUT.3_1"	"AUT.3.14_1"	"."	7	"."	"."
"AUS"	"Schussel"	"AUS_2000_1"	"8216ef38-1e42-11e4-b4cd-db5882bf8def"	2000-02-05	2007-01-11	2000.0	2007.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.20849	16.37208	"Vienna"	1	"0"	"Austrian"	"."	"Austrians"	"."	"https://www.munzinger.de/search/portrait/Wolfgang+Sch%C3%BCssel/0/18836.html"	"https://www.kas.de/web/geschichte-der-cdu/personen/biogramm-detail/-/content/wolfgang-schuessel-v1"	3	"Regular"	"Regular"	"M"	1945	1945-06-07	"67652"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"."	8	"."	"."
"AUS"	"Gusenbauer"	"AUS_2007_1"	"8251af7d-1e42-11e4-b4cd-db5882bf8def"	2007-01-11	2008-12-02	2007.0	2008.0	"Austria"	"Nieder��sterreich"	"Sankt P��lten"	"Austria"	"Europe"	48.2	15.63333	"St. P��lten"	1	"0"	"Austrian"	"."	"Austrians"	"."	"https://www.spiegel.de/politik/ausland/spoe-chef-gusenbauer-bieder-muerrisch-siegreich-a-440499.html"	"https://diepresse.com/home/schaufenster/salon/4696050/Alfred-Gusenbauer_Aus-dem-Gemeindebau-in-die-Welt"	3	"Regular"	"Regular"	"M"	1960		"67104"	"16"	"3"	"36"	"AUT"	"AUT.3_1"	"AUT.3.17_1"	"."	8	"."	"."
"AUS"	"Faymann"	"AUS_2008_1"	"8251af7e-1e42-11e4-b4cd-db5882bf8def"	2008-12-02	2016-05-09	2008.0	2016.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.20849	16.37208	"Vienna"	1	"0"	"Austrian"	"."	"Austrians"	"."	"http://www.jahrbuch-politik.at/politik_eintrag/die-aera-faymann-wer-war-werner-faymann-und-was-bleibt-von-seiner-kanzlerschaft/"	"https://www.munzinger.de/search/portrait/Werner+Faymann/0/26053.html"	3	"Regular"	"Regular"	"M"	1960	1960-05-04	"67652"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"."	4	"."	"."
"AUS"	"Reinhold Mitterlehner"	"AUS_2016_1"	"."	2016-05-09	2016-05-17	2016.0	2016.0	"Austria"	"Ober��sterreich"	"Rohrbach im M��hlkreis"	"Austria"	"Europe"	48.54428	14.14215	"Helfenberg"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1955	1955-12-10	"64129"	"16"	"4"	"55"	"AUT"	"AUT.4_1"	"AUT.4.11_1"	"PhD in law"	8	"."	"."
"AUS"	"Kern"	"AUS_2016_2"	"."	2016-05-17	2017-12-18	2016.0	2017.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.18333	16.43333	"Simmering"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1966	1966-01-04	"67953"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"Master��s degree in journalism and communication"	7	"."	"."
"AUS"	"Kurz"	"AUS_2017_1"	"."	2017-12-18	2019-05-28	2017.0	2019.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.16667	16.33333	"Meidling"	1	"0"	"Austrian"	"Danube-Swabian/Serb"	"."	"."	"https://en.wikipedia.org/wiki/Sebastian_Kurz"	"https://ethnicelebs.com/sebastian-kurz"	2	"Regular"	"Regular"	"M"	1986	1986-08-27	"67927"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"Secondary school diploma (Matura)"	4	"."	"."
"AUS"	"Hartwig L��ger"	"AUS_2019_1"	"."	2019-05-28	2019-06-03	2019.0	2019.0	"Austria"	"Steiermark"	"Liezen"	"Austria"	"Europe"	47.54988	14.31201	"Selzthal"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1965	1965-07-15	"73274"	"16"	"6"	"76"	"AUT"	"AUT.6_1"	"AUT.6.8_1"	"Training as insurance specialist"	5	"."	"."
"AUS"	"Bierlein"	"AUS_2019_2"	"."	2019-06-03	2020-01-07	2019.0	2020.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.20849	16.37208	"Vienna"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"F"	1949	1949-06-25	"67652"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"PhD in law"	8	"."	"."
"AUS"	"Kurz"	"AUS_2020_1"	"."	2020-01-07	2021-12-06	2020.0	2021.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.16667	16.33333	"Meidling"	1	"0"	"Austrian"	"Danube-Swabian/Serb"	"."	"."	"https://en.wikipedia.org/wiki/Sebastian_Kurz"	"https://ethnicelebs.com/sebastian-kurz"		"Regular"	"Regular"	"M"	1986	1986-08-27	"67927"	"16"	"9"	"96"	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"Secondary school diploma (Matura)"	4	"."	"."
"AUS"	"Alexander Schallenberg"	"AUS_2021_1"	"."	2021-10-11	2021-12-06	2021.0	2021.0	"Switzerland"	"."	"."	"Austria"	"Europe"	46.87251	7.59563	"Bern"	4	"1"	"Austrian"	"Swiss"	"Austrians"	"Swiss Germans"	"https://www.munzinger.de/search/portrait/Alexander+Schallenberg/0/31959.html"	"https://www.swissinfo.ch/ger/wirtschaft/schweiz-oesterreich-eu-alexander-schallenberg-schattenkanzler_so-steht-der-oesterreichische-ad-hoc-kanzler-zur-schweiz/47102596"	1	"Regular"	"Regular"	"M"	1969	1969-06-20	"."	"."	"."	"."	"CHE"	"CHE.6_1"	"."	"Master��s degree in law"	7	"."	"."
"AUS"	"Nehammer"	"AUS_2021_2"	"."	2021-12-06	2023-12-31	2021.0	2023.0	"Austria"	"Wien"	"Wien"	"Austria"	"Europe"	48.20849	16.37208	"Vienna"	1	"0"	"Austrian"	"."	"Austrians"	"."	"https://www.munzinger.de/search/portrait/Karl+Nehammer/0/31989.html"	"."	3	"Regular"	"Still in Office"	"M"	1972	1972-10-18	"."	"."	"."	"."	"AUT"	"AUT.9_1"	"AUT.9.1_1"	"Master's in political communication"	7	"."	"."
"AZE"	"Mutalibov"	"AZE_1991_1"	"82238627-1e42-11e4-b4cd-db5882bf8def"	1991-09-08	1992-03-06	1991.0	1992.0	"Azerbaijan"	"Absheron"	"Baki"	"Azerbaijan"	"Asia"	40.38	49.89201	"Baku"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://books.google.de/books?id=nCNuLjy8SjEC&pg=PA147&lpg=PA147&dq=mutalibov+biography&source=bl&ots=j9Tffk2ubk&sig=ACfU3U1NpN3Fb3J4aYg_wJNSeTo6zW_l-A&hl=de&sa=X&ved=2ahUKEwiH4q_H9ZXkAhXR1qQKHYEeB9o4ChDoATAGegQIBxAB#v=onepage&q=mutalibov%20biography&f=false"	"."	2	"Regular"	"Regular"	"M"	1938	1938-05-12	"117832"	"17"	"1"	"2"	"AZE"	"AZE.1_1"	"AZE.1.2_1"	"Degree in engineering"	6	"."	"."
"AZE"	"Mamedov"	"AZE_1992_1"	"8223b6f8-1e42-11e4-b4cd-db5882bf8def"	1992-03-06	1992-05-14	1992.0	1992.0	"Azerbaijan"	"Ganja-Qazakh"	"G<U+0259>d<U+0259>b<U+0259>y"	"Azerbaijan"	"Asia"	40.53566	45.64596	"Alnabat"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://carnegieeurope.eu/strategiceurope/75406"	"."	2	"Regular"	"Regular"	"M"	1941		"114872"	"17"	"4"	"30"	"AZE"	"AZE.4_1"	"AZE.4.3_1"	"PhD in medicine"	8	"Village was renamed from Aliismailly to Alnabat"	"."
"AZE"	"Mutalibov"	"AZE_1992_2"	"82238627-1e42-11e4-b4cd-db5882bf8def"	1992-05-14	1992-05-18	1992.0	1992.0	"Azerbaijan"	"Absheron"	"Baki"	"Azerbaijan"	"Asia"	40.37767	49.89201	"Baku"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://books.google.de/books?id=nCNuLjy8SjEC&pg=PA147&lpg=PA147&dq=mutalibov+biography&source=bl&ots=j9Tffk2ubk&sig=ACfU3U1NpN3Fb3J4aYg_wJNSeTo6zW_l-A&hl=de&sa=X&ved=2ahUKEwiH4q_H9ZXkAhXR1qQKHYEeB9o4ChDoATAGegQIBxAB#v=onepage&q=mutalibov%20biography&f=false"	"."	2	"Regular"	"Irregular"	"M"	1938	1938-05-12	"117832"	"17"	"1"	"2"	"AZE"	"AZE.1_1"	"AZE.1.2_1"	"Degree in engineering"	6	"."	"."
"AZE"	"Gambarov"	"AZE_1992_3"	"8223b6f9-1e42-11e4-b4cd-db5882bf8def"	1992-05-19	1992-06-16	1992.0	1992.0	"Azerbaijan"	"Absheron"	"Baki"	"Azerbaijan"	"Asia"	40.37767	49.89201	"Baku"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://prabook.com/web/isa.gambar/2366166"	"."	2	"Irregular"	"Regular"	"M"	1957		"117832"	"17"	"1"	"2"	"AZE"	"AZE.1_1"	"AZE.1.2_1"	"Degree in history"	6	"."	"."
"AZE"	"Abulfaz Elchibey"	"AZE_1992_4"	"8223e7cc-1e42-11e4-b4cd-db5882bf8def"	1992-06-16	1993-06-18	1992.0	1993.0	"Azerbaijan"	"Nakhchivan"	"Nax��ivan"	"Azerbaijan"	"Asia"	39.20889	45.41222	"Keleki"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"."	"."	3	"Irregular"	"Irregular"	"M"	1938	1938-06-07	"119426"	"17"	"7"	"53"	"AZE"	"AZE.7_1"	"AZE.7.3_1"	"."	6	"."	"Assessment of ethnicity is based on nationality/skin color."
"AZE"	"H. Aliyev"	"AZE_1993_1"	"8223e7cd-1e42-11e4-b4cd-db5882bf8def"	1993-06-24	2003-08-04	1993.0	2003.0	"Azerbaijan"	"Nakhchivan"	"Nax��ivan"	"Azerbaijan"	"Asia"	39.20889	45.41222	"Nakhchivan"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://eurasianet.org/in-armenia-azerbaijani-leaders-ancestral-village-lies-abandoned"	"."	2	"Regular"	"Retired Due to Ill Health"	"M"	1923	1923-05-10	"119426"	"17"	"7"	"53"	"AZE"	"AZE.7_1"	"AZE.7.3_1"	"."	6	"."	"."
"AZE"	"Ilhma Aliyev"	"AZE_2003_1"	"8223e7ce-1e42-11e4-b4cd-db5882bf8def"	2003-08-04	2023-12-31	2003.0	2023.0	"Azerbaijan"	"Absheron"	"Baki"	"Azerbaijan"	"Asia"	40.37767	49.89201	"Baku"	1	"0"	"Azerbaijani"	"."	"Azeri"	"."	"https://www.ecoi.net/de/dokument/2003108.html"	"."	3	"Regular"	"Still in Office"	"M"	1961	1961-12-24	"117832"	"17"	"1"	"2"	"AZE"	"AZE.1_1"	"AZE.1.2_1"	"."	8	"."	"."
"BAH"	"Isa Ibn Al-Khalifah"	"BAH_1971_1"	"82423c1a-1e42-11e4-b4cd-db5882bf8def"	1971-08-15	1999-03-06	1971.0	1999.0	"Bahrain"	"Northern"	"."	"Bahrain"	"Asia"	26.16222	50.44917	"Al Jasra"	1	"0"	"Arab"	"."	"Sunni Arabs"	"."	"https://www.pri.org/stories/2013-03-20/bahrains-royal-family-has-history-favoring-sunni-minority"	"."	2	"Regular"	"Natural Death"	"M"	1933	1933-07-03	"128903"	"19"	"4"	"."	"BHR"	"BHR.4_1"	"."	"."	3	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAH"	"Hamad Isa Ibn Al-Khalifah"	"BAH_1999_1"	"82423c1b-1e42-11e4-b4cd-db5882bf8def"	1999-03-06	2023-12-31	1999.0	2023.0	"Bahrain"	"Central"	"."	"Bahrain"	"Asia"	26.13	50.555	"Riffa"	1	"0"	"Arab"	"."	"Sunni Arabs"	"."	"https://www.pri.org/stories/2013-03-20/bahrains-royal-family-has-history-favoring-sunni-minority"	"."	2	"Regular"	"Still in Office"	"M"	1950	1950-01-28	"128910"	"19"	"2"	"."	"BHR"	"BHR.2_1"	"."	"."	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAR"	"Sandiford"	"BAR_1987_1"	"81e39f6e-1e42-11e4-b4cd-db5882bf8def"	1987-06-01	1994-09-07	1987.0	1994.0	"Barbados"	"Saint Michael"	"."	"Barbados"	"Americas"	13.1132	-59.5988	"Parish of St. Michael"	4	"0"	"Black"	"."	"Barbadians"	"."	"https://www.nndb.com/people/714/000162228/"	"."	2	"Regular"	"Regular"	"M"	1937	1937-03-24	"."	"21"	"8"	"."	"BRB"	"BRB.8_1"	"."	"."	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAR"	"Arthur"	"BAR_1994_1"	"81e39f6f-1e42-11e4-b4cd-db5882bf8def"	1994-09-07	2008-01-16	1994.0	2008.0	"Barbados"	"Saint Peter"	"."	"Barbados"	"Americas"	13.26	-59.6219	"Parish of St. Peter"	4	"0"	"Black"	"."	"Barbadians"	"."	"https://www.nndb.com/people/713/000162227/"	"."	2	"Regular"	"Regular"	"M"	1949		"."	"21"	"9"	"."	"BRB"	"BRB.9_1"	"."	"."	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAR"	"Thompson"	"BAR_2008_1"	"825028d5-1e42-11e4-b4cd-db5882bf8def"	2008-01-16	2010-10-23	2008.0	2010.0	"United Kingdom"	"England"	"Greater London"	"Barbados"	"Americas"	51.50853	-0.12574	"London"	1	"1"	"Mixed"	"."	"Barbadians"	"."	"https://en.wikipedia.org/wiki/David_Thompson_(Barbadian_politician)#Early_life"	"https://barbadosunderground.net/2008/01/04/david-thompson-suffering-from-barack-obama-sickness/"	2	"Regular"	"Natural Death"	"M"	1961		"43572"	"242"	"1"	"36"	"GBR"	"GBR.1_1"	"GBR.1.36_1"	"."	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAR"	"Stuart"	"BAR_2010_1"	"825028d6-1e42-11e4-b4cd-db5882bf8def"	2010-10-23	2018-05-25	2010.0	2018.0	"Barbados"	"Saint Philip"	"."	"Barbados"	"Americas"	13.1256	-59.4561	"Parish of St. Philip"	4	"0"	"Black"	"."	"Barbadians"	"."	"https://en.wikipedia.org/wiki/Democratic_Labour_Party_(Barbados)"	"https://books.google.de/books?id=TMZMAgAAQBAJ&pg=PA372&lpg=PA372&dq=Democratic+Labour+Party+(Barbados)+blacks&source=bl&ots=gi_UDivJNm&sig=ACfU3U1ic-2109yRmszyKi521zk90EYDsA&hl=en&sa=X&ved=2ahUKEwiHiMnP_NDpAhV4AWMBHfbzD5sQ6AEwA3oECAYQAQ#v=onepage&q=Democratic%20Labour%20Party%20(Barbados)%20blacks&f=false"	2	"Regular"	"Regular"	"M"	1951	1951-04-27	"."	"21"	"10"	"."	"BRB"	"BRB.10_1"	"."	"."	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BAR"	"Mottley"	"BAR_2018_1"	"."	2018-05-25	2023-12-31	2018.0	2023.0	"Barbados"	"."	"."	"Barbados"	"Americas"	13.16453	-59.55165	"."	6	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"F"	1965	1965-10-01	"."	"."	"."	"."	"BRB"	"BRB.3_1"	"."	"Bachelor��s degree in law"	6	"."	"."
"BEL"	"Martens"	"BEL_1981_2"	"820ab9fe-1e42-11e4-b4cd-db5882bf8def"	1981-12-17	1992-03-07	1981.0	1992.0	"Belgium"	"Vlaanderen"	"Oost-Vlaanderen"	"Belgium"	"Europe"	51.13363	3.67405	"Sleidinge"	1	"0"	"Fleming"	"."	"Flemings"	"."	"https://www.onserfdeel.be/fr/blogs/detail/%E2%80%9Ca-fleming-a-belgian-and-a-european%E2%80%9D-%E2%80%93-leaders-pay-tribute-to-former-pm-wilfried-martens"	"https://www.thetimes.co.uk/article/wilfried-martens-xgtddp8jz70"	3	"Regular"	"Regular"	"M"	1936	1936-04-19	"44486"	"23"	"2"	"4"	"BEL"	"BEL.2_1"	"BEL.2.3_1"	"PhD in law"	8	"."	"."
"BEL"	"Dehaene"	"BEL_1992_1"	"820aeace-1e42-11e4-b4cd-db5882bf8def"	1992-03-07	1999-07-12	1992.0	1999.0	"France"	"Occitanie"	"H��rault"	"Belgium"	"Europe"	43.61093	3.87635	"Montpellier"	1	"1"	"Fleming"	"."	"Flemings"	"."	"https://www.telegraph.co.uk/news/obituaries/10834107/Jean-Luc-Dehaene-obituary.html"	"https://www.britannica.com/biography/Jean-Luc-Dehaene"	1	"Regular"	"Regular"	"M"	1940	1940-08-07	"101156"	"79"	"11"	"80"	"FRA"	"FRA.11_1"	"FRA.11.8_1"	"."	8	"."	"."
"BEL"	"Verhofstadt"	"BEL_1999_1"	"820aeacf-1e42-11e4-b4cd-db5882bf8def"	1999-07-12	2008-03-20	1999.0	2008.0	"Belgium"	"Vlaanderen"	"Oost-Vlaanderen"	"Belgium"	"Europe"	51.02869	4.10106	"Dendermonde"	1	"0"	"Fleming"	"."	"Flemings"	"."	"https://www.reuters.com/article/us-britain-eu-verhofstadt/eu-lawmakers-name-federalist-verhofstadt-to-brexit-talks-idUSKCN11E294"	"https://www.vrt.be/vrtnws/en/2019/03/16/the-british-should-tell-us-what-they-want-instead-of-what-they/"	3	"Regular"	"Regular"	"M"	1953		"44879"	"23"	"2"	"4"	"BEL"	"BEL.2_1"	"BEL.2.3_1"	"."	6	"."	"."
"BEL"	"Leterme"	"BEL_2008_1"	"82511d02-1e42-11e4-b4cd-db5882bf8def"	2008-03-20	2008-12-30	2008.0	2008.0	"Belgium"	"Vlaanderen"	"West-Vlaanderen"	"Belgium"	"Europe"	50.78069	3.03854	"Wervik"	1	"0"	"Fleming"	"."	"Flemings"	"."	"https://www.spiegel.de/international/europe/when-beer-soccer-and-royalty-fail-is-belgium-headed-for-divorce-court-a-506430.html"	"https://www.vrt.be/vrtnws/en/2009/07/17/federal_cabinet_reshufflewithyvesletermeasforeignminister-1-565182/"	1	"Regular"	"Regular"	"M"	1960		"45765"	"23"	"2"	"6"	"BEL"	"BEL.2_1"	"BEL.2.5_1"	"Master��s degree in law"	7	"."	"."
"BEL"	"van Rompuy"	"BEL_2008_2"	"82511d03-1e42-11e4-b4cd-db5882bf8def"	2008-12-30	2009-11-25	2008.0	2009.0	"Belgium"	"Bruxelles"	"Bruxelles"	"Belgium"	"Europe"	50.83272	4.38835	"Etterbeek"	1	"0"	"Fleming"	"."	"Flemings"	"."	"https://www.vrt.be/vrtnws/en/2018/09/29/farage-_van-rompuy-ought-to-pay-me-for-it/"	"https://www.neweurope.eu/article/herman-van-rompuy-haiku-flanders-bike/"	1	"Regular"	"Regular"	"M"	1947		"45781"	"23"	"1"	"1"	"BEL"	"BEL.1_1"	"BEL.1.1_1"	"."	7	"."	"."
"BEL"	"Leterme"	"BEL_2009_1"	"82511d02-1e42-11e4-b4cd-db5882bf8def"	2009-11-25	2011-12-06	2009.0	2011.0	"Belgium"	"Vlaanderen"	"West-Vlaanderen"	"Belgium"	"Europe"	50.78069	3.03854	"Wervik"	1	"0"	"Fleming"	"."	"Flemings"	"."	"https://www.spiegel.de/international/europe/when-beer-soccer-and-royalty-fail-is-belgium-headed-for-divorce-court-a-506430.html"	"https://www.vrt.be/vrtnws/en/2009/07/17/federal_cabinet_reshufflewithyvesletermeasforeignminister-1-565182/"	1	"Regular"	"Regular"	"M"	1960		"45765"	"23"	"2"	"6"	"BEL"	"BEL.2_1"	"BEL.2.5_1"	"Master��s degree in law"	7	"."	"."
"BEL"	"Di Rupo"	"BEL_2011_1"	"82511d04-1e42-11e4-b4cd-db5882bf8def"	2011-12-06	2014-10-11	2011.0	2014.0	"Belgium"	"Wallonie"	"Hainaut"	"Belgium"	"Europe"	50.45502	4.24519	"Morlanweiz"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.independent.co.uk/news/world/europe/gay-socialist-and-born-in-a-squatters-camp-meet-the-new-pm-of-belgium-6273193.html"	"https://www.bbc.com/news/world-europe-15983739"	1	"Regular"	"Regular"	"M"	1951	1951-07-18	"47781"	"23"	"3"	"8"	"BEL"	"BEL.3_1"	"BEL.3.2_1"	"."	8	"."	"."
"BEL"	"Charles Michel"	"BEL_2014_1"	"149e3ccc-aae0-11e4-b3bc-29f2fa19767e"	2014-10-11	2019-10-27	2014.0	2019.0	"Belgium"	"Wallonie"	"Namur"	"Belgium"	"Europe"	50.4669	4.86746	"Namur"	1	"0"	"Walloon"	"."	"Wallon"	"."	"http://ethnicelebs.com/charles-michel"	"."	2	"Regular"	"Regular"	"M"	1975	1975-12-21	"47484"	"23"	"3"	"12"	"BEL"	"BEL.3_1"	"BEL.3.5_1"	"Graduated in law"	7	"."	"."
"BEL"	"Sophie Wilmes"	"BEL_2019_1"	"."	2019-10-27	2020-10-01	2019.0	2020.0	"Belgium"	"Bruxelles"	"Bruxelles"	"Belgium"	"Europe"	50.83333	4.36667	"Ixelles-Elsenes"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"F"	1975	1975-01-15	"45799"	"23"	"1"	"1"	"BEL"	"BEL.1_1"	"BEL.1.1_1"	"Degree in communication and financial management (Examen)"	7	"."	"."
"BEL"	"Alexander De Croo"	"BEL_2020_1"	"."	2020-10-01	2023-12-31	2020.0	2023.0	"Belgium"	"Vlaanderen"	"Vlaams Brabant"	"Belgium"	"Europe"	50.92814	4.42938	"Vilvoorde"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1975	1975-11-03	"45300"	"23"	"2"	"5"	"BEL"	"BEL.2_1"	"BEL.2.4_1"	"Master��s degree in business engineering and business administration"	7	"."	"."
